compid;composito;holeid;midx;midy;midz;SampleID;Campana;Starkey_min;BWI_kwh_tc;BWI_kwh_tm;Ai_;Rec_Cut_pct;Rec_As_pct;Rec_Ag_pct;Rec_Zn_pct;Rec_Peso_pct;VelSed_CF12_mh;pct_Sol_FinalesCF;VelSed_SFLO_mh;Sol_FinalesSF_pct;YS54pct_pa;YS57pct_pa;YS60pct_pa;pH_Natural;Lito;Alte;PISO;UGE;IND88;UGM_Starkey;UGM_Wi;UGM_Rec_Cu;UGM_Rec_As;UGM_Rec_Ag;UGM_Rec_Zn;UGM_VelSed;UGM_YS;k Cu Klimpel;k Ag Klimpel;k Cu GZ;k Ag GZ;RecMasica CF_12 Min;RecMasica TF_12 min
compid;PGD-001;MHDD0080;8909158;24374246;2185868;MGM-17909;PGD2016;57.3;13.4;14.8;-99;95.1;97.1;86.4;82.1;33.92;5.3;50.05;0.13;40.22;3.11;6.23;10.06;-99;Andesita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;6;6;-99;-99;0.39;-99;35.88727804;33.92149533
compid;PGD-002;MHDD0048;9259781;24442823;2092540;MGM-17910;PGD2016;31.5;11.6;12.8;-99;95.9;95.1;94.7;66.7;25.62;5.5;48.16;0.04;20.27;14.83;23.93;70.03;-99;Granodiorita;Argilica Avanzada;AAS;C1;1;4;4;4;3;4;3;5;6;-99;-99;0.57;-99;27.73684358;25.61682243
compid;PGD-003;MHDD0048;9266329;24442385;2076587;MGM-17911;PGD2016;21.4;9.7;10.7;-99;92.1;94.9;90.9;90.3;22.05;2.7;41.52;0.03;18.15;14.63;27.81;35.03;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.45;-99;19.09798983;22.04953271
compid;PGD-004;MHDD0048;9269506;24442184;2068977;MGM-17912;PGD2016;25.3;12.6;13.9;-99;93;94.6;76.5;92.4;17.5;5.2;49.13;0.03;18.67;14.57;19.47;36.43;-99;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;-99;-99;0.36;-99;18.93225283;17.49906542
compid;PGD-005;MHDD0078;8888311;24424422;2225942;MGM-17913;PGD2016;41.1;14.2;15.7;-99;92.9;96.3;73.8;78.9;14.46;6.8;52.37;0.05;26.05;6.22;16.55;45.04;-99;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;-99;-99;0.45;-99;18.33020164;14.45555556
compid;PGD-006;MHDD0079;8998729;24423706;2231681;MGM-17914;PGD2016;35.4;11.7;12.9;-99;93.8;93.5;88.4;87.4;22.4;4.1;43.17;0.03;20.29;8.84;13.38;17.2;-99;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;-99;-99;0.64;-99;22.46569943;22.40093458
compid;PGD-007;MHDD0030;8940850;24472211;2195929;MGM-17915;PGD2016;43.8;13.8;15.3;-99;94.7;94.7;63.1;84.4;18.25;3;48.88;0.07;36.64;3.5;6.82;9.1;-99;Andesita;Argilica Avanzada;AAS;C1;1;4;4;4;3;4;3;6;6;-99;-99;0.39;-99;15.40035887;18.24766355
compid;PGD-008;MHDD0030;8942918;24472097;2187170;MGM-17916;PGD2016;37.8;13.1;14.4;-99;94.2;97.1;85.5;90.2;24.37;12;59.05;0.14;44.34;3.9;7.43;10.12;-99;Andesita;Argilica Avanzada;AAS;C1;1;4;4;4;3;4;3;6;6;-99;-99;0.31;-99;21.77053508;24.37102804
compid;PGD-009;MHDD0049;9327138;24445367;2096878;MGM-17917;PGD2016;32.3;13.7;15.1;-99;96.1;96.5;92.7;92.6;21.13;5;54.15;0.06;32.09;6.15;7.39;14.15;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.35;-99;19.08444602;21.1271028
compid;PGD-010;MHDD0031;8921769;24518519;2177349;MGM-17918;PGD2016;44.1;13.1;14.4;-99;97.3;97.1;92.9;93.7;30.25;11.2;55.25;0.13;39.33;3.6;14.04;17.77;-99;Brecha Hidrotermal;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.11;-99;11.70381423;30.25420561
compid;PGD-011;MHDD0029;9260028;24469315;2058861;MGM-17919;PGD2016;18.7;11.6;12.8;-99;92.7;92.1;84;90.2;22.31;9.2;61.18;0.04;24.83;7.89;16.22;18.88;-99;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;-99;-99;0.25;-99;19.2040683;22.31495327
compid;PGD-012;MHDD0033;9232205;24519015;2137733;MGM-17920;PGD2016;21.7;11.4;12.6;-99;97.2;94.4;96.5;96.1;25.39;5.7;50.03;0.03;19.06;6.24;19.98;41.68;-99;Granodiorita;Filica;AAS;BHX;1;3;3;3;3;3;3;23;3;-99;-99;0.53;-99;25.68998761;25.39345794
compid;PGD-013;MHDD0080;8885859;24374982;2240340;MGM-17921;PGD2016;43;13.9;15.4;-99;90;78.5;76.6;63.7;15.6;3.5;45.43;0.07;30.3;5.57;13.26;18.53;-99;Andesita;Filica;BAS;C1;1;3;3;4;4;6;2;4;2;-99;-99;0.28;-99;16.48501109;15.59906542
compid;PGD-014;MHDD0056;9018254;24547623;2227698;MGM-17922;PGD2016;53.7;14.7;16.2;-99;95.9;97.2;94.1;90.2;20.64;22.9;42.36;0.14;39.12;4.35;12.88;20.07;-99;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;-99;-99;0.56;-99;21.71078367;20.6411215
compid;PGD-015;MHDD0056;9022215;24547183;2216380;MGM-17923;PGD2016;36;11.5;12.7;-99;97.9;95.8;96.2;92.6;34.66;11.2;42.2;0.1;34.4;10.17;28.87;43.13;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.45;-99;33.83865577;34.66448598
compid;PGD-016;MHDD0059;9115421;24568738;2264271;MGM-17924;PGD2016;41;12.7;14;-99;89.9;83;90.1;82.2;18.07;3;49.11;0.06;30.47;7.68;13.37;24.79;-99;Andesita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;6;6;-99;-99;0.35;-99;17.61178464;18.06915888
compid;PGD-017;MHDD0059;9118557;24568462;2255043;MGM-17925;PGD2016;34.7;11.7;12.9;-99;95.7;95.4;94.1;94.9;33.4;5.8;49.44;0.09;36.3;4.8;17.13;33.69;-99;Andesita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.7;-99;32.93159609;33.40186916
compid;PGD-018;MHDD0041;9132093;24929613;2223490;MGM-17926;PGD2016;31;13.3;14.6;-99;93.2;90.1;83;78.7;17.76;4.3;50.3;0.06;31.4;7.09;8.95;20.68;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.4;-99;18.35903269;17.75700935
compid;PGD-019;MHDD0041;9138451;24929317;2201909;MGM-17927;PGD2016;30.9;12.6;13.9;-99;95.5;89.2;88.2;80.1;23.48;8.6;54.52;0.16;45.95;4.82;6.09;13.86;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.5;-99;23.74204073;23.48317757
compid;PGD-020;MHDD0092;9209450;24749091;2221501;MGM-17928;PGD2016;20.9;11.2;12.4;-99;88.3;84.6;83.4;72.6;26.81;24.7;51.43;0.15;44.21;12.91;20.33;27.7;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.6;-99;27.24192182;26.81121495
compid;PGD-021;MHDD0068;8989822;24723216;2248831;MGM-17929;PGD2016;42.2;13.2;14.5;-99;86.8;77.7;86.6;71.4;20.45;7.4;49.47;0.08;32.69;10.33;16.67;36.03;-99;Andesita;Argilica Avanzada;AAS;C1;0;4;4;5;3;4;3;6;6;-99;-99;0.2;-99;20.65422129;20.45140187
compid;PGD-022;MHDD0095;9062737;24751228;2079003;MGM-17930;PGD2016;22.9;12.6;13.9;-99;93.6;94.1;91.4;93.2;27.37;3.3;40.11;0.06;27.28;20.3;53.83;103.3;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.2;-99;26.54857356;27.36635514
compid;PGD-023;MHDD0090;9235127;24990158;2219509;MGM-17931;PGD2016;38.6;13.5;14.9;-99;90.9;90;89.7;87.7;18.17;4.9;42.31;0.11;34.77;7.97;10.12;13.58;-99;Granodiorita;Argilica;BAS;BHX;1;5;5;3;4;5;3;5;4;-99;-99;0.3;-99;18.78704843;18.17009346
compid;PGD-024;MHDD0090;9230260;24990142;2211061;MGM-17932;PGD2016;48.6;15.1;16.6;-99;96.7;94.5;94.2;95;20.05;24.7;57.22;0.17;50.52;2.54;4.44;9.54;-99;Andesita;Argilica;BAS;C5;1;5;5;4;4;5;2;6;6;-99;-99;0.3;-99;19.40023004;20.05178908
compid;PGD-025;MHDD0090;9225065;24990077;2201936;MGM-17933;PGD2016;19.1;11.1;12.2;-99;92.8;79.5;90.7;92.8;30.04;16.8;52.76;0.05;27.93;1.38;5.19;14.97;-99;Andesita;Filica;BAS;C1;1;3;3;4;4;6;2;4;2;-99;-99;0.2;-99;30.25209321;30.04299065
compid;PGD-026;MHDD0090;9216594;24989992;2186910;MGM-17934;PGD2016;18.4;11.8;13;-99;78.4;83.4;78.6;81;36.75;6.6;40.93;0.03;19.31;11.84;25.78;42.62;-99;Andesita;Filica;BAS;C1;0;3;3;5;4;6;2;4;2;-99;-99;0.1;-99;35.95638134;36.74953271
compid;PGD-027;MHDD0090;9210758;24989933;2176424;MGM-17935;PGD2016;20.4;13;14.4;-99;90;51.6;67.3;80.6;16.63;9.7;50.86;0.06;30.9;8.42;18.11;26.76;-99;Andesita;Filica;BAS;C1;1;3;3;4;4;6;2;4;2;-99;-99;0.2;-99;17.75579034;16.63271028
compid;PGD-028;MHDD0090;9200992;24989705;2158687;MGM-17936;PGD2016;20.8;11.4;12.6;-99;92.9;96;92.1;92.8;13.04;26.4;58.29;0.19;48.61;5.89;9.32;12.37;-99;Granodiorita;Argilica;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.2;-99;13.67107919;13.04392523
compid;PGD-029;MHDD0090;9196658;24989577;2150800;MGM-17937;PGD2016;17.2;10.4;11.4;-99;92.2;96.4;94.2;93.3;15.83;22.6;59.77;0.11;39.95;7.74;15.55;18.2;-99;Granodiorita;Argilica;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.2;-99;14.28824181;15.83364486
compid;PGD-030;MHDD0090;9190897;24989392;2140275;MGM-17938;PGD2016;8.9;7.5;8.2;-99;90.5;73.8;68.6;91.3;14.7;5.2;45.37;0.06;30.73;11.42;33.75;50.48;-99;Andesita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;6;6;-99;-99;0.2;-99;15.27644466;14.7
compid;PGD-031;MHDD0090;9184795;24989233;2129081;MGM-17939;PGD2016;53.6;15.2;16.7;-99;89.6;69.9;80.7;77.4;28.51;29.5;55.35;1,310;63.5;0.41;6.75;14.6;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.1;-99;28.72625175;28.51330844
compid;PGD-032;MHDD0089;9201510;25057590;2201344;MGM-17940;PGD2016;12;9.6;10.6;-99;83.3;87.5;83.3;76.4;11.15;0.7;42.99;0.05;26.72;10.7;22.96;32.91;-99;Andesita;Filica;AAS;C5;0;3;3;5;3;3;3;6;2;-99;-99;0.2;-99;12.54771259;11.14766355
compid;PGD-033;MHDD0089;9202542;25057391;2187885;MGM-17941;PGD2016;15.6;8.3;9.2;-99;83.8;76.6;68.8;68.2;10.08;0.7;35.61;0.05;25.44;10.05;23.68;26.71;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;2;4;2;-99;-99;0.3;-99;9.160978385;10.08130841
compid;PGD-034;MHDD0089;9203915;25057043;2169189;MGM-17942;PGD2016;11.8;10.6;11.7;-99;86.3;39.8;64.3;71.5;15.26;0.7;42.43;0.05;24.09;23.1;28.27;69.84;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;2;4;2;-99;-99;0.2;-99;13.65152729;15.2635514
compid;PGD-035;MHDD0089;9204785;25056825;2157222;MGM-17943;PGD2016;9.5;9.3;10.3;-99;88.8;14.3;75.1;61.1;14.33;0.2;42.76;0.05;24.7;6.17;14.86;30.2;-99;Andesita;Filica;BAS;C5;1;3;3;4;4;5;2;4;2;-99;-99;0.2;-99;14.85444047;14.33271028
compid;PGD-036;MHDD0064;9110487;25036365;2174384;MGM-17944;PGD2016;22.8;11.1;12.2;-99;95.6;88.9;84.3;70.8;21.92;25;53.16;0.31;50.53;2.99;5.63;12.65;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.2;-99;20.72191125;21.92336449
compid;PGD-037;MHDD0064;9112788;25036466;2166462;MGM-17945;PGD2016;21.7;10.5;11.5;-99;89.2;93.9;91.7;85.6;33.87;13.1;54.14;0.22;44.2;3.78;5.42;10.7;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.5;-99;33.08885807;33.86674587
compid;PGD-038;MHDD0064;9115378;25036578;2157844;MGM-17946;PGD2016;28.3;10.7;11.8;-99;94.7;80.7;90.7;62.8;19.2;25.1;54.76;0.24;45.87;6.94;8.72;20.79;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.3;-99;18.44993459;19.20280374
compid;PGD-039;MHDD0064;9120906;25036844;2139930;MGM-17947;PGD2016;43.2;12.6;13.9;-99;96;97.4;93.7;88.1;19.56;28.2;56.07;0.18;43.09;6.44;8.07;9.69;-99;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;-99;-99;0.6;-99;20.39394221;19.56450633
compid;PGD-040;MHDD0064;9131156;25037307;2104643;MGM-17948;PGD2016;20.4;11.7;12.9;-99;96;94.2;89;60.9;18.42;29.4;58.47;0.25;54.57;2.49;4.04;5.75;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.6;-99;18.65975565;18.41751093
compid;PGD-041;MHDD0064;9144176;25037759;2059226;MGM-17949;PGD2016;18.4;15.1;16.6;-99;94;50.9;58.3;78.8;13.44;25.2;55.7;0.15;43.33;3.08;8.15;9.34;-99;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;-99;-99;0.7;-99;13.21070234;13.4411215
compid;PGD-042;MHDD0064;9150972;25037978;2033872;MGM-17950;PGD2016;18.8;15;16.6;-99;86.1;24.9;49.9;70.7;12.45;2.6;52.83;0.07;30.22;7.01;9.14;17.61;-99;Granodiorita;Filica;BAS;C5;0;3;3;5;4;5;2;4;3;-99;-99;0.3;-99;17.34039587;12.45046729
compid;PGD-043;MHDD0064;9153870;25038018;2023002;MGM-17951;PGD2016;12.5;12.8;14.2;-99;89.4;47.4;51.8;51.7;11.4;0.7;42.87;0.05;26;8.1;11.05;18.27;-99;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;-99;-99;0.7;-99;11.17406945;11.40280374
compid;PGD-044;MHDD0062;8950938;25011710;2079291;MGM-17952;PGD2016;43.8;13.4;14.7;-99;74.3;78;72.3;78.1;14.28;21.6;57.43;0.23;51.64;1.39;4.01;7.84;-99;Brecha Hidrotermal;Argilica Avanzada;AAS;BHX;0;5;5;5;3;3;3;23;4;-99;-99;0.2;-99;9.143021722;14.27850467
compid;PGD-045;MHDD0062;8962303;25011503;2047515;MGM-17953;PGD2016;38.8;11.9;13.1;-99;92.5;94.2;85.7;88.7;15.92;25.3;54.57;0.26;54.57;4.48;8.01;9.11;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.3;-99;16.23495989;15.91588785
compid;PGD-046;MHDD0062;8966049;25011403;2036908;MGM-17954;PGD2016;26.6;13.2;14.5;-99;90.3;86.8;83.1;83.1;17.77;24.7;54.76;0.24;49.77;2.43;3.25;9.46;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.3;-99;15.1423284;17.76728972
compid;PGD-047;MHDD0043;8963495;24971790;2071467;MGM-17955;PGD2016;54.3;12.1;13.4;-99;93;95.1;85.9;90.1;38.47;10.6;50.7;0.19;43.67;1.26;6.94;14.04;-99;Brecha Hidrotermal;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.4;-99;34.57815304;38.46794878
compid;PGD-048;MHDD0043;8965390;24971556;2064993;MGM-17956;PGD2016;39;12.9;14.2;-99;91.6;92.9;70.3;81.3;19.15;26.2;52.47;0.25;52.47;4.06;6.82;8.62;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.5;-99;16.4431308;19.14953271
compid;PGD-049;MHDD0043;8973500;24970465;2036131;MGM-17957;PGD2016;21.9;11.4;12.5;-99;93.4;95.1;87.8;89.3;27.53;27.4;60.38;0.41;61.74;3.89;6.67;12.72;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.4;-99;19.57650819;27.52803738
compid;PGD-050;MHDD0041;9166448;24927988;2103057;MGM-17958;PGD2016;31.9;12.3;13.5;-99;95;96.7;90.4;87.7;20.56;24.6;51.81;0.21;42.64;5.15;6.1;10.43;-99;Granodiorita;Filica;AAS;BHX;1;3;3;3;3;3;3;23;3;-99;-99;0.4;-99;19.21276517;20.5588785
compid;PGD-051;MHDD0041;9168849;24927918;2094384;MGM-17959;PGD2016;24.6;12.5;13.8;-99;92.6;95.7;79.6;74.3;14.12;12;49.03;0.15;41.15;6.29;7.36;41.02;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.8;-99;12.78850355;14.11775701
compid;PGD-052;MHDD0041;9173273;24927786;2078488;MGM-17960;PGD2016;20.7;12;13.2;-99;95.6;95.7;94;89.8;27.37;4.2;47.31;0.16;37.72;5.67;9.52;12.73;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.7;-99;25.55881479;27.37476636
compid;PGD-053;MHDD0041;9195235;24926698;1998195;MGM-17961;PGD2016;14.9;13.5;14.8;-99;93.6;95.5;78.2;86.8;13.49;7.6;49.63;0.09;34.55;4.44;11.03;14.17;-99;Granodiorita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;5;6;-99;-99;0.9;-99;13.7198777;13.49345794
compid;PGD-054;MHDD0041;9197771;24926587;1988782;MGM-17962;PGD2016;13;12.9;14.2;-99;88.9;92.1;71.4;85.5;12.6;23.3;51.74;0.11;37.87;6.16;10.7;18.76;-99;Granodiorita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;5;6;-99;-99;0.5;-99;13.20921163;12.59719626
compid;PGD-055;MHDD0087;9226572;24399556;2237670;MGM-17963;PGD2016;50.8;12.3;13.5;-99;90.5;91.7;81;86.9;17.54;5.5;55.51;0.07;31.31;5.46;9.22;15.65;-99;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;-99;-99;0.8;-99;16.3310153;17.54392523
compid;PGD-056;MHDD0081;9315076;24371620;2258953;MGM-17964;PGD2016;11.5;6.2;6.8;-99;62.1;41.9;78;52.4;26.53;0.3;23.37;0.05;22.47;16.96;67.76;78.46;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;2;4;2;-99;-99;0.2;-99;25.02591593;26.52803738
compid;PGD-057;MHDD0081;9326972;24370575;2228190;MGM-17965;PGD2016;35.2;16.3;18;-99;86.9;79.7;87.4;88.2;16.41;24.4;57.69;0.15;37.92;4.94;6.2;10.09;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;2;4;2;-99;-99;0.4;-99;19.32302821;16.4135585
compid;PGD-058;MHDD0049;9278459;24447851;2246632;MGM-17966;PGD2016;14.5;8.1;9;-99;77.4;48.2;69.7;73.7;19.91;3.4;46.93;0.1;26.72;16.1;27.59;43.21;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;2;4;2;-99;-99;0.3;-99;19.59208727;19.90729059
compid;PGD-059;MHDD0028;9098470;24472618;2243610;MGM-17967;PGD2016;33;14.1;15.5;-99;79.7;69.7;71.3;71.4;12.14;5.2;51.11;0.1;31.47;11.28;12.56;22.85;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;2;4;2;-99;-99;0.4;-99;11.56302209;12.13772349
compid;PGD-060;MHDD0059;9164123;24563791;2123283;MGM-17968;PGD2016;31.4;9.8;10.8;-99;95.6;96.3;90.2;92.1;25.99;25.2;49.01;0.14;41.55;6.6;13.86;17.02;-99;Porfido Cuarcífero;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.4;-99;24.45912178;25.99203753
compid;PGD-061;MHDD0058;9286023;24549860;2221289;MGM-17969;PGD2016;26.6;12.4;13.7;-99;94.3;94.4;91;85;16.4;2.8;49.03;0.07;31.14;10.25;13.95;19.87;-99;Andesita;Filica;AAS;C5;1;3;3;3;3;3;3;6;2;-99;-99;0.7;-99;18.83455992;16.39952522
compid;PGD-062;MHDD0058;9297427;24549938;2108619;MGM-17970;PGD2016;21.7;7.3;8;-99;85.3;76.6;80.8;86.7;22.12;0.6;49.6;0.05;25.04;26.23;56.84;95.18;-99;Andesita;Argilica Avanzada;BAS;C5;0;5;5;5;4;5;2;6;6;-99;-99;0.2;-99;22.96403146;22.11775701
compid;PGD-063;MHDD0082;8907772;24573863;2194841;MGM-17971;PGD2016;61.6;13.5;14.9;-99;97.3;96.4;95.7;91.6;23.72;9.2;54.57;0.09;32.49;7.46;9.14;17.58;-99;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;-99;-99;0.5;-99;23.0167068;23.72056075
compid;PGD-064;MHDD0082;8918974;24573630;2161419;MGM-17972;PGD2016;46.1;13.3;14.7;-99;96.3;96.8;90.1;91.7;25.6;5.1;49.76;0.09;34.33;6.24;11.41;22.22;-99;Andesita;Argilica Avanzada;AAS;C1;1;4;4;4;3;4;3;6;6;-99;-99;0.7;-99;25.17616614;25.60091212
compid;PGD-065;MHDD0035;9275303;24623766;2251117;MGM-17973;PGD2016;26.6;13.7;15.1;-99;89.1;79.7;79.3;77.3;22.76;11.3;53.78;0.12;38.22;5.29;8.37;13.87;-99;Andesita;Filica;AAS;C5;1;3;3;3;3;3;3;6;2;-99;-99;0.4;-99;22.61169025;22.76061866
compid;PGD-066;MHDD0052;9275112;24599155;2155154;MGM-17974;PGD2016;14.1;12.7;14;-99;85.4;83.7;82.3;79.3;19.19;1.2;34.48;0.05;23.84;23.55;38.37;57.13;-99;Granodiorita;Filica;AAS;C5;0;3;3;5;3;3;3;23;3;-99;-99;0.3;-99;19.58308594;19.18616062
compid;PGD-067;MHDD0036;9164305;24623821;2270720;MGM-17975;PGD2016;34.4;8.5;9.4;-99;85.9;61;88.3;73.1;16.6;3.1;46.79;0.06;29.78;11.08;16.49;32.39;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;2;4;2;-99;-99;0.4;-99;17.92686203;16.60124855
compid;PGD-068;MHDD0059;9183777;24561603;2065053;MGM-17976;PGD2016;22.9;12;13.2;-99;92.1;94.8;89.3;54.9;31.95;23.3;57.01;0.21;44.12;4.16;16.62;21.97;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.4;-99;31.04573044;31.94672897
compid;PGD-069;MHDD0057;9215934;24548468;2143055;MGM-17977;PGD2016;44.8;13.4;14.8;-99;94.8;97.2;93;94.4;25.24;11.6;46.56;0.2;38.65;21.04;30.17;77.33;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.5;-99;24.80453949;25.24485981
compid;PGD-070;MHDD0057;9218249;24548338;2132814;MGM-17978;PGD2016;18;10.4;11.5;-99;94.6;90.2;89.4;86;21.11;4.7;54.57;0.05;29.67;10.04;12.6;17.89;-99;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;-99;-99;0.8;-99;19.04073428;21.11028037
compid;PGD-071;MHDD0070;9219168;24598564;2253533;MGM-17979;PGD2016;27.9;13.3;14.6;-99;85.4;76.1;71.5;78;12.67;11.3;47.55;0.14;41.74;4.19;7.24;13.55;-99;Granodiorita;Argilica;BAS;C5;0;5;5;5;4;5;2;5;6;-99;-99;0.4;-99;12.51137144;12.66635514
compid;PGD-072;MHDD0037;9043027;24673987;2256422;MGM-17980;PGD2016;53.9;13.9;15.3;-99;90.9;77.4;92;89.5;15.03;25.1;53.56;0.29;46.82;6.17;13.9;41.67;-99;Andesita;Argilica Avanzada;AAS;C1;1;4;4;4;3;4;3;6;6;-99;-99;0.6;-99;15.14526867;15.03420689
compid;PGD-073;MHDD0026;9165887;24672134;2218905;MGM-17981;PGD2016;31.8;12.5;13.7;-99;94.3;94.1;88.5;89;15.63;6.4;46.82;0.08;32.13;4.45;11.34;33.66;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;1;-99;15.29296041;15.63271938
compid;PGD-074;MHDD0067;9163742;24725725;2124238;MGM-17982;PGD2016;25.7;12.6;13.9;-99;96.9;95.7;92.2;92.3;22.04;23;53.34;0.21;40.24;20.48;29.02;41.03;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.8;-99;21.30270552;22.03811179
compid;PGD-075;MHDD0096;8992362;24963910;2115183;MGM-17983;PGD2016;38.8;13.1;14.4;-99;73.6;74.3;71.6;67.2;15.36;26.9;59.23;0.56;53.08;3.14;9.32;17.65;-99;Granodiorita;Filica;AAS;BHX;0;3;3;5;3;3;3;23;3;-99;-99;0.1;-99;16.05675386;15.36448598
compid;PGD-076;MHDD0096;8994915;24963889;2105773;MGM-17984;PGD2016;34.5;13.1;14.5;-99;90.6;93.3;59.2;72.3;14.33;27.4;55.63;0.25;52.09;5.97;6.23;8.59;-99;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;-99;-99;0.4;-99;13.68127928;14.32637836
compid;PGD-077;MHDD0096;8998625;24963871;2092015;MGM-17985;PGD2016;28.3;12.9;14.3;-99;90.5;91.6;72.9;85.6;11.21;12.3;53.7;0.25;44.39;6.34;9.17;18.23;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.8;-99;12.06870869;11.2141235
compid;PGD-078;MHDD0096;9000948;24963848;2083320;MGM-17986;PGD2016;38.6;13.3;14.7;-99;93.7;97.1;87.1;85.2;39.6;25.8;52.62;0.51;51.95;3.01;6.35;18.63;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.5;-99;38.48942935;39.60041079
compid;PGD-079;MHDD0096;9018262;24963384;2016530;MGM-17987;PGD2016;24.5;11.9;13.1;-99;96.1;97.6;94.1;93.7;34.18;25.2;49.69;0.36;48.52;10.31;14.18;19.31;-99;Granodiorita;Argilica Avanzada;AAS;BHX;1;5;5;3;3;3;3;23;4;-99;-99;0.9;-99;34.34954252;34.18328541
compid;PGD-081;MHDD0060;8980303;24990194;2102835;MGM-17989;PGD2016;28.7;12.9;14.2;-99;89.1;90.9;71;77.9;20.81;9.2;51.06;0.16;42.13;1.06;9.49;15.36;-99;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;-99;-99;0.4;-99;21.34123715;20.81456421
